codelist_name,concept_id,concept_name,standard_concept
Injury of abdomen,4228302,Traumatic perforation of bladder,S
Injury of abdomen,42536787,Laceration of stomach with massive damage,S
Injury of abdomen,42595655,Necrotic enterocolitis,S
Injury of abdomen,443878,Injury of superior mesenteric artery,S
Injury of abdomen,197714,Injury of splenic vein,S
Injury of abdomen,4071203,Gastric ulcer with hemorrhage AND perforation but without obstruction,S
Injury of abdomen,4096769,Laceration of spleen,S
Injury of abdomen,4177183,Perforation of colon,S
Injury of abdomen,36716509,Traumatic ulcer of small intestine,S
Injury of abdomen,194417,Hepatic infarction,S
Injury of abdomen,4119171,Laceration of omentum,S
Injury of abdomen,4117866,Acute perforated appendicitis,S
Injury of abdomen,36717184,Perforation of cystic duct,S
Injury of abdomen,3183128,Injury to sigmoid mesentery,S
Injury of abdomen,4083970,Delayed perforation of jejunum,S
Injury of abdomen,4203606,Subacute pancreatic necrosis,S
Injury of abdomen,4134154,Traumatic rupture of bladder,S
Injury of abdomen,42599120,Hepatic necrosis in animals,S
Injury of abdomen,4229716,Illegal termination of pregnancy with laceration of uterus,S
Injury of abdomen,4129397,Injury of duodenum,S
Injury of abdomen,200588,Injury of abdomen,S
Mild depression,4149320,Mild depression,S
Migraine,318736,Migraine,S
Injury of abdomen,4095567,Delayed perforation of stomach,S
Injury of abdomen,3181021,Ischemic necrosis of small bowel,S
Injury of abdomen,4340506,Mesenteric fat necrosis,S
Injury of abdomen,35625108,Gangrene co-occurrent and due to right recurrent femoral hernia,S
Injury of abdomen,4096647,Transection of liver,S
Injury of abdomen,4152493,Cut of ureter,S
Injury of abdomen,4134918,Laceration of rectum,S
Injury of abdomen,42573028,Traumatic reticulopericarditis,S
Injury of abdomen,4342653,Acute radiation enteritis,S
Injury of abdomen,762620,Open injury of kidney grade IV,S
Injury of abdomen,4273219,Nontraumatic hematoma of seminal vesicle,S
Injury of abdomen,42536638,Perforation of abdominal aorta co-occurrent and due to aneurysm of abdominal aorta,S
Injury of abdomen,36676302,Gangrene co-occurrent and due to internal hernia of abdomen,S
Injury of abdomen,606419,Acute tubular necrosis caused by toxin,S
Injury of abdomen,4049938,Injury of prostate with open wound into abdominal cavity,S
Injury of abdomen,4096140,Contusion of colon,S
Injury of abdomen,4134928,Perforation of bladder,S
Injury of abdomen,4058696,Central hemorrhagic necrosis of liver,S
Injury of abdomen,4154465,Rupture of seminal vesicle,S
Injury of abdomen,42598760,Abomasal rupture,S
Injury of abdomen,4096770,Capsular tear of spleen,S
Injury of abdomen,4340386,Alcoholic hepatic failure,S
Injury of abdomen,4151696,Acute obstructive appendicitis with perforation AND peritonitis,S
Injury of abdomen,46269903,Perforation of small intestine due to diverticulitis,S
Injury of abdomen,3655413,Dehiscence of anastomosis of pancreatic duct,S
Injury of abdomen,4053830,Injury of stomach,S
Injury of abdomen,4050989,Injury of ovary with open wound into abdominal cavity,S
Injury of abdomen,46269895,Perforation of cecum due to diverticulitis,S
Injury of abdomen,4318837,Hemocholecyst,S
Injury of abdomen,37017028,Injury to liver during surgery,S
Injury of abdomen,4085413,Delayed perforation of ileum,S
Injury of abdomen,4019728,Closed injury of pancreas,S
Injury of abdomen,3655425,Uterine perforation post procedural,S
Injury of abdomen,193630,Injury of liver without open wound into abdominal cavity,S
Injury of abdomen,37209392,Ruptured cyst of left ovary,S
Injury of abdomen,4058073,"Splinter of flank, without major open wound",S
Migraine,762769,Chronic migraine without aura,S
Injury of abdomen,200564,Injury of stomach with open wound into abdominal cavity,S
Injury of abdomen,36674272,Full thickness burn of abdomen,S
Migraine,4043560,Non-familial hemiplegic migraine,S
Migraine,4105620,Complicated migraine,S
Injury of abdomen,40492778,Laceration of hypogastric region,S
Injury of abdomen,42536782,Puncture wound of abdomen without foreign body,S
Injury of abdomen,4052810,Injury of vas deferens with open wound into abdominal cavity,S
Injury of abdomen,4247409,Severe crushing injury of abdominal organs with open wound into cavity,S
Migraine,765701,"Chronic migraine without aura, non-refractory",S
Migraine,762088,Idiopathic partial status epilepticus,S
Migraine,4138173,Intractable ophthalmic migraine,S
Migraine,760965,Hemiplegic status migrainosus,S
Injury of abdomen,35610576,Recurrent incisional hernia of anterior abdominal wall with fascial defect > 10 cm with gangrene,S
Injury of abdomen,200873,Open wound of lateral abdominal wall with complication,S
Injury of abdomen,44782948,Injury of multiple sites of colon,S
Injury of abdomen,4121272,Delayed rupture of spleen,S
Injury of abdomen,4347418,Kidney injury due to birth trauma,S
Injury of abdomen,196559,Peritoneum injury with open wound into cavity,S
Injury of abdomen,4035167,Duodenal ulcer with hemorrhage AND with perforation but without obstruction,S
Injury of abdomen,193259,Failed attempted termination of pregnancy complicated by damage to pelvic organ and/or tissues,S
Injury of abdomen,4087151,Injury of ureter,S
Injury of abdomen,435846,Acute gastrojejunal ulcer with perforation AND obstruction,S
Injury of abdomen,4164920,Chronic gastrojejunal ulcer with hemorrhage and perforation,S
Injury of abdomen,36686411,Laceration of right renal artery,S
Injury of abdomen,4151141,Infarction of ovary,S
Injury of abdomen,197597,Bilateral recurrent femoral hernia with gangrene,S
Injury of abdomen,4155504,Laceration of ureter,S
Injury of abdomen,37111531,Acute kidney injury due to trauma,S
Injury of abdomen,4027751,Gangrenous paraesophageal hernia,S
Injury of abdomen,4345926,Abdominal angina,S
Injury of abdomen,4171380,Nonvenomous insect bite of abdominal wall with infection,S
Injury of abdomen,4341255,Duodenal anastomotic dehiscence,S
Injury of abdomen,201436,Injury of pelvic organ,S
Injury of abdomen,4135624,Delayed perforation of rectum,S
Injury of abdomen,4135623,Injury of cecum,S
Injury of abdomen,35624877,Gangrene and obstruction co-occurrent and due to right inguinal hernia,S
Injury of abdomen,619270,Complete spontaneous rupture of fetal umbilical cord,S
Injury of abdomen,4310654,Miscarriage with perforation of bladder,S
Injury of abdomen,4342988,Small intestine anastomotic dehiscence,S
Injury of abdomen,4096027,Laceration of gallbladder,S
Injury of abdomen,4065866,Cesarean wound disruption with postnatal complication,S
Injury of abdomen,200881,Injury of iliac artery,S
Injury of abdomen,444274,Massive parenchymal disruption of spleen without open wound into abdominal cavity,S
Injury of abdomen,45757442,Acute nontraumatic kidney injury,S
Injury of abdomen,4241213,Open wound of umbilical region without complication,S
Injury of abdomen,4340262,Acute radiation proctitis,S
Injury of abdomen,443768,Bilateral femoral hernia with gangrene,S
Injury of abdomen,4030672,Chronic radiation nephritis,S
Injury of abdomen,201353,Irradiation cystitis,S
Injury of abdomen,4134917,Serosal tear of rectum,S
Injury of abdomen,4043382,Inguinal hernia with gangrene,S
Injury of abdomen,37116441,Diverticulitis of small intestine with perforation and abscess,S
Injury of abdomen,4167999,Stellate laceration of liver without open wound into abdominal cavity,S
Injury of abdomen,4134920,Injury of omentum,S
Injury of abdomen,4086534,Burn of duodenum,S
Injury of abdomen,4145716,Mallory-Weiss tear,S
Injury of abdomen,201996,Internal injury of abdominal organs with open wound into cavity,S
Injury of abdomen,4342761,Rupture of colon,S
Injury of abdomen,37209656,Ruptured tubal pregnancy of right fallopian tube,S
Injury of abdomen,4049932,Open injury of uterus,S
Injury of abdomen,4207818,Focal hepatic necrosis,S
Injury of abdomen,37016841,Injury to rectum during surgery,S
Injury of abdomen,4216555,Injury of suprarenal arteries,S
Injury of abdomen,435578,Acute duodenal ulcer with perforation but without obstruction,S
Epilepsy,35607997,Action myoclonus renal failure syndrome,S
Epilepsy,4147501,Progressive myoclonic epilepsy,S
Hemorrhoids,4143296,Hemorrhoids in pregnancy,S
Iron deficiency anemia,606924,Iron deficiency anemia due to increased requirement in infancy,S
Hemorrhoids,608971,Bleeding internal hemorrhoid grade IV,S
Epilepsy,4043549,Symptomatic myoclonic epilepsy,S
Epilepsy,46273401,Intractable partial frontal lobe epilepsy with impairment of consciousness,S
Epilepsy,4009655,Extratemporal epilepsy,S
Epilepsy,37206121,Hyperekplexia epilepsy syndrome,S
Epilepsy,4332304,Status epilepticus,S
Epilepsy,4044080,Childhood epilepsy with occipital paroxysms,S
Epilepsy,4044229,Nocturnal epilepsy,S
Epilepsy,4047900,Cryptogenic myoclonic epilepsy,S
Epilepsy,762726,"Early infantile epileptic encephalopathy, refractory",S
Epilepsy,37110163,Infant epilepsy with migrant focal crisis,S
Epilepsy,36674914,"Autosomal recessive cerebellar ataxia, epilepsy, intellectual disability syndrome due to WWOX deficiency",S
Epilepsy,43530628,Intractable simple partial epilepsy,S
Epilepsy,4044224,Cryptogenic Lennox-Gastaut syndrome,S
Urinary incontinence,42593553,Testosterone-responsive urinary incontinence,S
Epilepsy,1340323,Exacerbation of epilepsy,S
Hemorrhoids,4213885,Strangulated external hemorrhoids,S
Epilepsy,4046223,Aquagenic epilepsy,S
Gallstone,44783016,Calculus of gallbladder with acute and chronic cholecystitis,S
Epilepsy,4041672,Rasmussen syndrome,S
Urinary incontinence,45770268,Functional urinary and faecal incontinence,S
Epilepsy,4043404,Benign frontal epilepsy of childhood,S
Epilepsy,37116354,"Epilepsy, microcephaly, skeletal dysplasia syndrome",S
Gallstone,201352,Gallbladder calculus with acute cholecystitis and obstruction,S
Epilepsy,762826,"Post-traumatic epilepsy, refractory",S
Vitamin D deficiency,4300954,Deficiency of vitamin D2,S
Epilepsy,4043408,Lateral temporal epilepsy,S
Urinary incontinence,42872849,Non-organic nocturnal enuresis,S
Urinary incontinence,3192812,Organic enuresis,S
Epilepsy,4043551,Epilepsy with continuous spike wave during slow-wave sleep,S
Epilepsy,4043552,Secondary reading epilepsy,S
Epilepsy,44789005,Simple partial epileptic seizure,S
Hemorrhoids,4198413,Ulcerated hemorrhoids,S
Gallstone,46273082,Cholecystolithiasis with obstruction,S
Epilepsy,762088,Idiopathic partial status epilepticus,S
Urinary incontinence,1340413,Exacerbation of nocturnal enuresis,S
Epilepsy,37205088,Autosomal dominant epilepsy with auditory features,S
Acquired hypothyroidism,4231548,Hypothyroidism following radioiodine therapy,S
Epilepsy,4046207,Occipital lobe epilepsy,S
Epilepsy,43530734,Refractory generalized convulsive epilepsy,S
Urinary incontinence,197378,Overflow incontinence of urine,S
Iron deficiency anemia,4058246,Iron deficiency anemia of pregnancy,S
Acquired hypothyroidism,4028612,Juvenile myxedema,S
Urinary incontinence,4127703,Post-micturition incontinence,S
Epilepsy,36680599,Myoclonic epilepsy in non-progressive encephalopathy,S
Acquired hypothyroidism,4095914,Hypothyroidism resulting from resorcinol,S
Gallstone,763024,Calculus of gallbladder and bile duct with acute cholecystitis,S
Epilepsy,37204217,"Diffuse cerebral and cerebellar atrophy, intractable seizures, progressive microcephaly syndrome",S
Epilepsy,762730,"Lennox-Gastaut syndrome, non-refractory",S
Epilepsy,36676587,"Partial corpus callosum agenesis, cerebellar vermis hypoplasia with posterior fossa cysts syndrome",S
Epilepsy,45773528,Progressive myoclonus epilepsy with ataxia,S
Osteoporosis,760592,Pathological fracture of right clavicle due to secondary osteoporosis,S
Osteoporosis,4347297,Idiopathic osteoporosis in pregnancy,S
Osteoporosis,4160572,Osteoporotic fracture of neck of femur,S
Atopic dermatitis,1340257,Exacerbation of atopic dermatitis,S
Atopic dermatitis,4298597,Generalized atopic dermatitis,S
Osteoporosis,760628,Pathological fracture of left foot due to osteoporosis,S
Osteoporosis,44783435,Transient osteoporosis,S
Atopic dermatitis,4221831,Acute-on-chronic vesicular eczema of hands and feet,S
Osteoporosis,45767005,Secondary osteoporotic fracture of proximal femur,S
Atopic dermatitis,4291279,Constitutional predisposition as co-factor in eczema,S
Atopic dermatitis,4031631,Discoid atopic dermatitis,S
Osteoporosis,42536670,Premenopausal idiopathic osteoporosis,S
Atopic dermatitis,4296193,Adult atopic dermatitis,S
Osteoporosis,4347299,Disappearing bone disease,S
Osteoporosis,760667,Pathological fracture of left scapula due to osteoporosis,S
Atopic dermatitis,4206125,Chronic lichenified atopic dermatitis,S
Atopic dermatitis,4290737,Atopic dermatitis aggravated by type 1 immune reaction,S
Osteoporosis,760692,Pathological fracture of left hip due to osteoporosis,S
Osteoporosis,4002134,Osteoporosis in endocrine disorders,S
Atopic dermatitis,4297362,Adult atopic dermatitis persistent from childhood,S
Parasomnia,4068032,Pavor diurnus,S
Osteoporosis,760696,Pathological fracture of left hip due to secondary osteoporosis,S
Parasomnia,4181303,Secondary parasomnia,S
Atopic dermatitis,4033770,Constitutional fingertip eczema,S
Parasomnia,4137847,Non-organic parasomnia,S
Osteoporosis,4003483,Osteoporosis of disuse with pathological fracture,S
Osteoporosis,45757318,Secondary osteoporotic fracture of cervical vertebra,S
Rectal hemorrhage,46269841,Rectal hemorrhage due to chronic ulcerative pancolitis,S
Foot pain,765205,Bilateral heel pain,S
Foot pain,42536258,Complex regional pain syndrome of foot,S
Foot pain,4111231,Pain in toe,S
Parasomnia,605331,Restless leg syndrome in pregnancy,S
Osteoporosis,760651,Pathological fracture of right hand due to osteoporosis,S
Osteoporosis,760659,Pathological fracture of left radius due to osteoporosis,S
Osteoporosis,40480160,Osteoporotic fracture,S
Primary malignant neoplasm of stomach,609279,HER2-positive gastric cancer,S
Fracture of humerus,760023,Open fracture of anatomical neck of proximal right humerus,S
Fracture of humerus,4013464,"Open fracture of distal humerus, multiple",S
Primary malignant neoplasm of stomach,602010,Primary adenocarcinoma of pylorus,S
Fracture of humerus,760057,Open fracture of lateral condyle of left humerus,S
Primary malignant neoplasm of stomach,36527556,"Histiocytic sarcoma of lesser curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,44502715,"Adenosquamous carcinoma of cardia, NOS",S
Primary malignant neoplasm of stomach,36555635,Adenocarcinoma in adenomatous polyposis coli of gastric antrum,S
Primary malignant neoplasm of stomach,36518909,"Squamous cell carcinoma, spindle cell of cardia, NOS",S
Primary malignant neoplasm of stomach,44499648,"Mucin-producing adenocarcinoma of lesser curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36557483,"Small cell carcinoma, fusiform cell of greater curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36565112,Adenocarcinoma with apocrine metaplasia of overlapping lesion of stomach,S
Primary malignant neoplasm of stomach,36534680,"Carcinoma, undifferentiated, NOS, of fundus of stomach",S
Primary malignant neoplasm of stomach,36530859,"Follicular lymphoma, grade 2 of overlapping lesion of stomach",S
Primary malignant neoplasm of stomach,36539801,"Hodgkin lymphoma, mixed cellularity, NOS, of pylorus",S
Primary malignant neoplasm of stomach,36557510,Adult T-cell leukemia/lymphoma (HTLV-1 positive) of overlapping lesion of stomach,S
Primary malignant neoplasm of stomach,36541162,"Small cell carcinoma, NOS, of pylorus",S
Primary malignant neoplasm of stomach,36532520,"Hodgkin lymphoma, nodular lymphocyte predominant of lesser curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36535503,"Follicular lymphoma, grade 1 of body of stomach",S
Primary malignant neoplasm of stomach,36546146,"Hodgkin lymphoma, NOS, of overlapping lesion of stomach",S
Primary malignant neoplasm of stomach,36522072,Glassy cell carcinoma of overlapping lesion of stomach,S
Primary malignant neoplasm of stomach,36535234,"Mature T-cell lymphoma, NOS, of stomach, NOS",S
Primary malignant neoplasm of stomach,36715854,Linitis plastica of stomach,S
Primary malignant neoplasm of stomach,44500504,"Adnexal adenocarcinoma, NOS, of lesser curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,44499748,"Mucinous adenocarcinoma of cardia, NOS",S
Primary malignant neoplasm of stomach,36563940,Angiomyosarcoma of overlapping lesion of stomach,S
Primary malignant neoplasm of stomach,36519495,"Kaposi sarcoma of cardia, NOS",S
Primary malignant neoplasm of stomach,36567125,Adenocarcinoma with spindle cell metaplasia of gastric antrum,S
Primary malignant neoplasm of stomach,36557087,"Adenocarcinoma with apocrine metaplasia of greater curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36562658,"Solid carcinoma, NOS, of lesser curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36550941,Scirrhous adenocarcinoma of pylorus,S
Primary malignant neoplasm of stomach,36551315,"Hodgkin lymphoma, mixed cellularity, NOS, of body of stomach",S
Primary malignant neoplasm of stomach,36536822,Angioimmunoblastic T-cell lymphoma of fundus of stomach,S
Primary malignant neoplasm of stomach,44501626,"Neuroendocrine carcinoma, NOS, of greater curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36534124,"Malignant tumor, clear cell type of overlapping lesion of stomach",S
Primary malignant neoplasm of stomach,36531268,"Myeloid or lymphoid neoplasm with FGFR1 abnormalities of cardia, NOS",S
Primary malignant neoplasm of stomach,36520355,"Lymphoplasmacytic lymphoma of greater curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36536492,"Small cell carcinoma, fusiform cell of fundus of stomach",S
Primary malignant neoplasm of stomach,36520351,"Small cell carcinoma, fusiform cell of gastric antrum",S
Primary malignant neoplasm of stomach,36542309,"Follicular lymphoma, grade 1 of gastric antrum",S
Fracture of humerus,760328,Closed fracture of lateral epicondyle of distal end of left humerus,S
Primary malignant neoplasm of stomach,36544781,"Burkitt lymphoma, NOS, of overlapping lesion of stomach",S
Primary malignant neoplasm of stomach,36520570,"Follicular lymphoma, grade 2 of greater curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36561153,B lymphoblastic leukemia/lymphoma with hyperdiploidy of fundus of stomach,S
Primary malignant neoplasm of stomach,36521839,Carcinoma with osteoclast-like giant cells of pylorus,S
Primary malignant neoplasm of stomach,36520699,Gastrointestinal stromal tumor of overlapping lesion of stomach,S
Primary malignant neoplasm of stomach,36517169,"Medullary carcinoma, NOS, of gastric antrum",S
Curvature of spine,4067872,Adolescent idiopathic scoliosis,S
Primary malignant neoplasm of stomach,36561589,Mixed adenoneuroendocrine carcinoma of overlapping lesion of stomach,S
Primary malignant neoplasm of stomach,36568159,"Tumor cells, malignant of fundus of stomach",S
Primary malignant neoplasm of stomach,36563683,Mucinous adenocarcinoma of pylorus,S
Primary malignant neoplasm of stomach,36561707,Carcinoma with osteoclast-like giant cells of gastric antrum,S
Primary malignant neoplasm of stomach,36519614,Plasma cell myeloma of overlapping lesion of stomach,S
Fracture of humerus,760311,Closed fracture of anatomical neck of proximal right humerus,S
Primary malignant neoplasm of stomach,36717622,Primary adenocarcinoma of body of stomach,S
Primary malignant neoplasm of stomach,36519552,Carcinoma simplex of body of stomach,S
Curvature of spine,4214530,Kyphosis deformity of spine,S
Primary malignant neoplasm of stomach,36551960,"NK/T-cell lymphoma, nasal and nasal type of body of stomach",S
Primary malignant neoplasm of stomach,36552227,"Hodgkin granuloma of stomach, NOS",S
Primary malignant neoplasm of stomach,36541238,"Hodgkin lymphoma, nodular sclerosis, grade 1 of gastric antrum",S
Primary malignant neoplasm of stomach,36536278,"Adenosquamous carcinoma of greater curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,44502342,"Signet ring cell carcinoma of stomach, NOS",S
Primary malignant neoplasm of stomach,36563337,"Follicular lymphoma, grade 3 of fundus of stomach",S
Primary malignant neoplasm of stomach,36558480,"Malignant tumor, clear cell type of fundus of stomach",S
Primary malignant neoplasm of stomach,36537882,"Gastrinoma of greater curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,42511730,"Mixed cell adenocarcinoma of lesser curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,44502368,"Follicular lymphoma, grade 2 of stomach, NOS",S
Primary malignant neoplasm of stomach,36548951,"Goblet cell carcinoid of lesser curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36519594,Myeloid or lymphoid neoplasm with FGFR1 abnormalities of body of stomach,S
Primary malignant neoplasm of stomach,36539705,B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged of gastric antrum,S
Curvature of spine,3174503,Paralytic scoliosis,S
Primary malignant neoplasm of stomach,36517523,"Fibroblastic reticular cell tumor of lesser curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36528973,"Malignant tumor, small cell type of lesser curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36542208,"Basal cell adenocarcinoma of stomach, NOS",S
Primary malignant neoplasm of stomach,44502624,"Papillary adenocarcinoma, NOS, of gastric antrum",S
Primary malignant neoplasm of stomach,36560906,Spindle cell sarcoma of pylorus,S
Primary malignant neoplasm of stomach,36556888,"Hodgkin lymphoma, nodular sclerosis, grade 1 of cardia, NOS",S
Acute conjunctivitis,36713149,Acute follicular conjunctivitis of bilateral eyes,S
Primary malignant neoplasm of stomach,36549379,ALK positive large B-cell lymphoma of gastric antrum,S
Primary malignant neoplasm of stomach,36521431,"Large cell neuroendocrine carcinoma of lesser curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,44501042,"Malignant lymphoma, non-Hodgkin, NOS, of greater curvature of stomach, NOS",S
Fracture of humerus,760329,Closed fracture of medial epicondyle of left humerus,S
Primary malignant neoplasm of stomach,36523133,"Malignant lymphoma, non-Hodgkin, NOS, of gastric antrum",S
Primary malignant neoplasm of stomach,36535657,Adult T-cell leukemia/lymphoma (HTLV-1 positive) of fundus of stomach,S
Primary malignant neoplasm of stomach,36525363,"B lymphoblastic leukemia/lymphoma, NOS, of overlapping lesion of stomach",S
Primary malignant neoplasm of stomach,36564540,"Hodgkin lymphoma, nodular sclerosis, grade 2 of lesser curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36565990,Follicular dendritic cell sarcoma of fundus of stomach,S
Primary malignant neoplasm of stomach,36534310,"Epithelioid sarcoma, NOS, of overlapping lesion of stomach",S
Primary malignant neoplasm of stomach,44504217,"Enterochromaffin-like cell tumor of stomach, NOS",S
Primary malignant neoplasm of stomach,36547948,Malignant mastocytosis of overlapping lesion of stomach,S
Acute conjunctivitis,3657767,Acute adenoviral follicular conjunctivitis of left eye,S
Primary malignant neoplasm of stomach,36519293,Myeloid or lymphoid neoplasm with FGFR1 abnormalities of pylorus,S
Primary malignant neoplasm of stomach,36546732,"Medullary carcinoma with lymphoid stroma of cardia, NOS",S
Fracture of humerus,37116632,Fracture of lesser tuberosity of humerus,S
Primary malignant neoplasm of stomach,36550866,Hodgkin sarcoma of pylorus,S
Curvature of spine,4006164,Lordoscoliosis,S
Primary malignant neoplasm of stomach,36543901,"Plasma cell myeloma of cardia, NOS",S
Primary malignant neoplasm of stomach,36534036,Adult T-cell leukemia/lymphoma (HTLV-1 positive) of body of stomach,S
Primary malignant neoplasm of stomach,36521239,"T-cell large granular lymphocytic leukemia of lesser curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36519718,Papillary squamous cell carcinoma of body of stomach,S
Primary malignant neoplasm of stomach,44500110,"Follicular lymphoma, NOS, of greater curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36559851,"Malignant lymphoma, mixed small and large cell, diffuse of pylorus",S
Primary malignant neoplasm of stomach,36551706,"Follicular lymphoma, grade 3 of body of stomach",S
Primary malignant neoplasm of stomach,36542890,"Verrucous carcinoma, NOS, of cardia, NOS",S
Primary malignant neoplasm of stomach,36540565,"Hodgkin lymphoma, nodular sclerosis, cellular phase of pylorus",S
Primary malignant neoplasm of stomach,42511752,"Combined small cell carcinoma of greater curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36562103,Myeloid or lymphoid neoplasm with PDGFRA rearrangement of fundus of stomach,S
Primary malignant neoplasm of stomach,36554067,"Squamous cell carcinoma, microinvasive of overlapping lesion of stomach",S
Primary malignant neoplasm of stomach,36550091,"Interdigitating dendritic cell sarcoma of greater curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36540312,"Angiomyosarcoma of stomach, NOS",S
Fracture of humerus,440228,Closed fracture of lower end of humerus,S
Primary malignant neoplasm of stomach,36528405,"Carcinoma, anaplastic, NOS, of gastric antrum",S
Primary malignant neoplasm of stomach,36535202,"Squamous cell carcinoma, microinvasive of fundus of stomach",S
Primary malignant neoplasm of stomach,36532103,Giant cell sarcoma of overlapping lesion of stomach,S
Primary malignant neoplasm of stomach,36554112,"Villous adenocarcinoma of lesser curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36536307,Linitis plastica of overlapping lesion of stomach,S
Primary malignant neoplasm of stomach,36536005,"Myeloid or lymphoid neoplasm with FGFR1 abnormalities of stomach, NOS",S
Primary malignant neoplasm of stomach,36538048,"Precursor T-cell lymphoblastic leukemia of greater curvature of stomach, NOS",S
Primary malignant neoplasm of stomach,36524201,Giant cell carcinoma of body of stomach,S
Primary malignant neoplasm of stomach,36532370,"Desmoplastic small round cell tumor of cardia, NOS",S
Primary malignant neoplasm of stomach,36564061,Myoepithelial carcinoma of overlapping lesion of stomach,S
Primary malignant neoplasm of stomach,36542756,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of greater curvature of stomach, NOS",S
